0,Such a bad experience. There was no tracking system with delivery boy and I have no idea when I will get my ordered food. Watingbfor last 2hours. Just disgusting and will never try with them again.
0,"Extremely Unprofessional. They were able to deliver only 2 out of last 10 orders placed by me. Even if they deliver, it wont be available before 3-4 hours."
1,Best bangladeshi food delivery service....
0,I am extremely 0 by the poor service. Food that was supposed to be received by 45 minutes arrived after 2 hours. Significant improvements are greatly needed.
1,It's really very awesome. Delivery is too early. It's better than FoodPanda.
0,On 18.06.2019 placed order and after 28 mins later HungryNaki customer care called and said if i continue order it will take 2 more hours to deliver. after cancel i order by foodpanda and food delivered in 40 mins.
0,"slow,the delivery boys know so less about location.they call and ask for the road direction. and they take almost 1.5 to 2 hours. not often,everytime."
0,"worst.......half of the food is already eaten by delivery bastard guys. If you cannot manage your deliveries, don't do such business...!!!"
1,I had a bad experience but after given bad review. the custome service called. Said there apology. Want to sant GIFT. Thanks Hungry naki. For try to reconnect. I change my comment. Best wish from me!
0,I have never experienced this much unprofessional and baddest service in my life
0,They used to deliver earlier. Now they have stopped delivering in my area. So giving 2 stars due to unavailability issue.
0,Very slow.Took 1.20 hrs to deliver an order.
0,very very low and unprofessional
0,I love your services but please for God's sake have your deliverymen carry changes. More than half of the time they don't carry even 10 taka worth of change
1,Good premium service in Bangladesh. Hungrynaki have excellent customer service.
0,too much slow delivery. and their delivery men never bring change(vangti taka).in fact if my total bill is 450 tk I have to give him total 450 tk as vangti which is so much irritating
0,Very disappointing service.delivery man didn?t provide full order & didn?t even refund as advanced payment was done by bcash
0,worst delivery service waited for 2 hrs for delivery yet no delivery boy came with the delivery and i had to face a lot of problems..
0,It's written in the description that HungryNaki covers 8 cities including Savar. Why don't i get your availability in Savar ?
0,"No tracking, delayed food delivery and too much bad customer service. never ever will use or recommend their service ????"
0,They provide poor service. worsted experience with them.
0,"No delivery in Motijheel, Bashundhara Residential Area. Hungrynaki you're not in my list then."
0,I ordered two times..... they don't deliver in all areas inside Dhaka city...!!
1,Pleased with your delivery service. Thanks ??
0,Service is really bad.
0,its delivery time is very bad because i ordered pizza the pizza reached my house about 3 hours leter
0,they charge additional service charge which food Panda gives it for free very limited amount of restaurants
1,"Best service into their covering area, please extand your areas Hangrynaki. thank you."
1,Their customer service deserves a thumbs up.
0,Everytime my order gets either cancelled or they can't deliver to my location ??
1,awesome food delivery service and firsts delivery. thanks hungry naki
0,"worse food delivery service in dhaka,very unprofessional ??"
0,They did not refund failed delivery item
1,Best food delivery service wifh perfect customer support
1,Best delivery service in town
0,"Poor service ,3rd class don't try this"
0,Service quality is very low.
0,poor customer service
1,it's really amazing...
0,waste of time
1,good and professional
0,3 hours late food delivery -_-
0,there rider aren?t soo good
0,very poor service
0,worst service ever
1,Loved your service 
0,wrost food delivery ever
1,Nice Awsame Good behaviour
1,Excellent service
0,Cheating company.
0,Fruad fully fruad
0,It's totally making harassment for the customer after taking payment by card they called for asking card no verification also asking cvv when I denied to provide we are canceling your order & I think this people are not started this business for service purposes have no manner from customer care..
0,"Their delivery man was upsetting! There's no lift in my building, maybe the moment he found that he refused to come upstairs through stairs. The reason(or I think its an excuse) was his leg injury. If its true, then why would you guys hire!/send an injured man for home delivery??? I guess this i..."
0,Very bad... Waited for food long time... They was delivered the food so late... Very bad working
0,"Worst online service. High delivery charge, I hate it."
0,"I like the service but the delivery boy is a bit slow. He was calling me back to back as to search for the address. Food is hot and exactly the same I ordered. But u guys kept me waiting for apprx. 2 hours. Anyway, lots of improvements to be done in near future and INSHALLAH waiting to order more f.."
1,"Being a Bangladeshi startup, Hungrynaki is really doing good. Order served at just 45 minutes. Its very easy to use the app and order the food. Lots of best wishes for HungryNaki."
0,They take way too long which is kinda annoying.
0,Bad service......there is no restaurant of khilgaon is included
1,ordered 3 times and they are very dedicated to serve proper service at a time. Thanks.
0,Really unprofessional....took the order and rejected after 30 min...obnoxious behaviour.
1,Great ?? as I got my food within 1 hour so I'm pleased but u should add image in food menu...stay blessed
0,"The worst! Slowest kind of service! I was told that I'll get my good by 1 hr 30 mins, I got it way after 2 hrs! Never ordering from here again! Foodpanda is much better"
0,Very bad food delivery service I hate it badly ??
0,They did not refund failed delivery item
0,"Slow service, non responsive call centre, very professionally unprofessional, way to go"
0,"Waste of time, bad service and extremely long delivery time and they mess up orders sometimes."
1,The best online based food delivery app ever!! Quick service and Quality of the food is exactly same as ordered. Would love to use it more.
1,Great service. Delivered within 1 hour. Food was hot and fresh.
0,Ordered at 7.25pm. Called them up at 9.35pm and told them that 2 hours and 10 minutes for an order that says delivery in 60 minutes is not right. Was told from their end that they would waive the delivery charge and that the restaurant I ordered from is the one to blame. The food arrived at 10.45pm ...
0,"Terrible service. Ordered at 5pm. Now It's past 8pm and still the food hasn't been delivered. I wonder what kind stupid ass marketing policy is delivery within 90mins!!! Also, I called them 2times, 2different guys picked up & gave total different answers! One even said that, their server shows the f..."
0,Worst food delivery service Always always late. Totally irresponsible people.
0,"Honestly ,Saying they can't be that much on reliable ,on time to time,on place to place ,they can't deliver on desirable place"
0,Sometimes they give out really nice deals. But the delivery charge a but too high.
0,Waiting for like 2.5 hours and still waiting for the food to come.Very much 0.
0,"I placed an order. Couldn't deliver the order and also didn't gave me the refund. I am wondering if they have any inbound calls in their call center, called 10 times, they didn't pick. Emailed them also, didn't found any reply."
1,Great ?? as I got my food within 1 hour so I'm pleased but u should add image in food menu...stay blessed
1,Pretty good... But you should start increasing the areas of your services
1,Loved it I ordered several times..its good and on time :)
0,they do not deliver badda.they think badda is out of dhaka city.
0,Very bad negotiations with the restaurants. Food panda is minimum amount order than you. Menu but ten doesn't work.
1,"Being a Bangladeshi startup, Hungrynaki is really doing good. Order served at just 45 minutes. Its very easy to use the app and order the food. Lots of best wishes for HungryNaki."
0,Almost all the time they sent tasteless food. And the delivery charge js way high. They should learn business model from PATHAO FOOD.
0,4 hrs delivery time. foods cold ND a loss of my 940tk
0,"worse food delivery service in dhaka,very unprofessional ??"
1,Good premium service in Bangladesh. Hungrynaki have excellent customer service.
0,They give good service but sometimes I have to order the same thing 10 times cuz they keep on cancelling it . Don't know why. I hope they would take care of it soon. 
0,Facing problem with location selection in asus zenphone 2. In parcel delivery pick up and delivery location cannot select properly. Lot other problem facing after new update.
0,"I wanted to get the 20% discount on Visa card. (17th August, 2020) I pressed back button after selecting digital payment. Just wanted to see if there's any info related to the discount. Then a message appeared ""Payment Cancelled"". After that I couldn't get back to payment options again. I had no cho..."
1,The best app in food delivery but not like in car rides
0,"The digital payment for food is a relief but it still needs to be improved. It's not as smooth an experience as it could be. Moreover there's no option to adjust the bill, even though it could be that an item I ordered isn't available or something about my order's amount changed. In that case I have..."
0,"I had ordered the food and it showed for 3 hours that the order was being processed, in this time I repeatedly called the ""Foodman"" but they dont even pick up and at 10 15 pm they finally picked up and was saying that there was no order this app is totally useless and caused a lot of havoc in my lif..."
1,"Really loved the food delivery service. Quick, hassle free and easy"
1,my first choice for ordering food. Some suggestions: 1). Map sometimes is unable to display restaurant location after placing order. 2). Allow user to include comments when sending complaint.
0,"I shifted my house, but in this place, when i want to order food, it says, out of coverage area, but i am near airport, why does this happen??????"
0,"price high, no discount, high delivery charge"
1,Wow that's great now we get 20% extra discount up to 200 taka food of pathao pay with digital payment of visa.
1,"Thank you for giving us such a great discount offer, you can get 20% discount if you order with Visa card."
1,"If you order, they will come to your house.  Their delivery is very careful so the parcel is in very good condition.  You can try."
1,thanks to pathao for giving us the opportunity to grab this one....really great
1,Pathao food is the great food. They supply is the greatest food. And now 20% upto discount 200 taka for Visa payment.
1,Such a big discount. I really like pathao service. Their service is very safe & delivery charge is also not high.
1,Pathao is helping us with good service. A very good offer. It will come in handy.
1,Brownie free wow??????pathao is just awesome ?
1,A really great offer in pathao! It would be very nice to enjot it with you Ashfia Kamal
1,I like pathao foods food very much and if it is cp cheken fry then there is no aks i really
1,Amazing opportunity to win Prize from clicking food picture. Istill think it is a really good reason for people who do so.thanks Pathao.
1,Nice opportunity. It?s also going to represent world's photography day.we must apply for this. Pathao food doing well
1,Wow..that's an amazing opportunity for all.Let's participate in this contest..Thanks pathao for this contest
1,Pathao food is doing an amazing work by giving us sushi and this discount I am loving it
1,"really pathao is good, joss offer."
1,It?s good to see that Pathao. I love shushi.thanks Pathao for giving us 20% discount
1,"I have got a very good service in the middle of Phao. The time of Corona is very useful, send me. Thanks pathao."
1,pathao always tries to give us such amazing offers.....and also their service is very good ....appreciable 
1,They are offering a lot of good offers from Pathao. They are adding new restaurants every day
1,Pathao is really amazing 
1,I really love the service they provide
1,Pathao's offers are really great. Their services fascinate me. Pathao's food is very good. Thank you for sending these services. Thank you.
1,The quality of their food is really good
1,I don't eat any food outside of Pathao
1,They want to eat their food by licking their fingers
1,Send thanks to the team.
1,Dhaka's one of the best restaurants with one of the best services of Pathao ?? Such a nice Combination? This kitchen story helps us to know more and more about the restaurants and their activities ?? Really appreciate their efforts 
1,I like the food very much and very good discount offers are available from the sent restaurant. I regularly order food via pathao
1,thank you so much pathao food for such an amazing show. It would let us know more and more about the restaurant and your service. I am happy for it
1,Pathao offers a lot to us. I use it regularly and provide regular discounts on food . thanks to them
1,"10% discount at frybox !Pathao is really making our quarantine awesome with their Great offe Pathao food order from food get ten percent discount ,,, thank you pathao for this"
1,I can order food at a much lower price by getting all the great discounts that I order from Pathao.
1,Great news for the food man. If the area is same they won't have to travel twice full stop time saving and more fruitful. Great job pathao
1,It is such a great thing for the people who are related to it. If they are are on their way they can deliver more at a time . Thanks To pathao
1,"Thanks to Pathao for taking such a step, it will be possible to find many talented and talented cooks."
1,Pathao is the best services..  We know more about our neighborhood restaurants and their stories of voping up with the New Normal. Thanks pathao
1,We will benefit a lot from this arrangement as we will be able to know the details about our food sources. Thanks for arranging at Pathao.
1,We can't imagine a single day without pathao in quarantine time..they serve us by many way.We all should to support them
1,"I really like this new event organized by Pathao.  Before, we only saw restaurant food but did not know what restaurants are like.  But from now on I will be able to know about the restaurant"
1,Thank you very much for pathao  us. Food can be easily ordered at home. Thanks for sending us for providing such a good service.
1,There are always some offers and they are always very good. Thanks to Pathao Food for giving us the opportunity to enjoy food with so many offers.
1,Pathao is now a very good country. I am taking advantage of orders from many countries. Thank you for giving me so much opportunity. Pathao's all kinds of services as well as food order. This service is delivering us very nicely.
1,Thank you so much for sending us. Food can be easily ordered at home. Thanks for sending us for providing such a good service.
1,"The quality of food of Pathao team is very good,So their popularity is growing"
1,"the foods we order through pathao very well maintained, the food is made maintaining the hygiene,I have eaten at many restaurants,Didn't get such good food quality like Pathao"
1, Their delivery service is excellent
1,I am able to order food from new restaurants every day through Pathao Food..
1,Pathao Food is giving us new restaurants all the time. I like this thing a lot. Thanks Pathao.
1,I like Pathao Food so much because of their offers. There are always some offers and they are always very good. Thanks to Pathao Food for giving us the opportunity to enjoy food with so many offers.
1,Pathao Food is a really great service. Every day I see new restaurants being added. It is very nice to order food through Pathao Food.
1,Many thanks to Pathao.  Send offers are very affordable and the hot offer from many fun senders is very big.  Big offers one by one can never be missed.
1,The quality of food of Pathao team is very good So their popularity is growing For their beautiful offer The customer base is growing
1,Pathao Food is a really great service. Every day I see new restaurants being added. It is very nice to order food through Pathao
1,"this is great.I like Pathao's food service very much.  Moreover, now I can eat pizza at 15% discount from pizza stores."
1,"I like Pathao's food service very much.  Moreover, now I can eat pizza at 15% discount from pizza stores."
1,Wow pathao food you guys are doing great. Now I can order this food with 15% discount.. I'm really gana that right now
1,It?s a great offer for us. We get 15% discount from buying Pizza store. 30% discount through nagad. Many many thanks pathao for giving awesome offers
1,Digital payment is the most secure payment system at this time. Thank you Pathao Digital Payment for giving me the opportunity to buy food from Pizza Store at 15% discount.
1,At present there are so many benefits from the pathao that it is unimaginable and I can order all my comforts from here.
1,Pathao is growing in popularity day by day and people are using it well
1,pathao always gives us these kinds of discount offers on various meals .....and this is a very good this for us
1,Only Pathao Food is giving us such a beautiful offer. It feels much better. Now it is better to arrange cashless payment with 20% discount.
1,"By ordering food from pathao Food within this coronal period, we get a maximum discount of Rs. 200 which is a great pleasure for all of us."
1,"this is a very good way to stay connected with friends during this pandemic, also very good initiative from pathao to make us stay connected"
1,Pathao really helped me in this pandemic season. I don't know how I would manage things without them. Really thanks
1,pathao parcel is the best way to send something anywhere in the country.... it's very safe and fast
1,wow.Now we can send food to our love ones through Pathao parcel. It?s a great service for everyone
1,Thanks Pathao for that day ? Only because of you I took care of my Friends:) They really appreciated me ?? Your services are really amazing  
1,Just wow. I can now order food for my special one and surprise him. Thanks pathao
1,I liked the offer most. Now I can order a parcel for my partner and surprise him. Thanks pathao to easy our life
1,Pathao For this we are going to sit at the food house. Not having to go out with difficulty. No food is wasted on delivery.
1,Pathao is with us.  We are benefiting from their various services. Many thanks to Pathao.
1,"Pathao Parcel is a special service for me. Because through Pathao Parcel, I have been able to feed my favorite dishes to my loved ones. Thanks Pathao Parcel."
1,thanks to pathao food....with it we can order any food we want. .....and we can have it in our homes pretty fast
1,"I am getting my favorite food easily, send it to the app.  They are giving a very good service."
1,Pathao parcel has helped me alot in this lockdown. I have to send many things to my aunties and it safely helped me with that
1,I just love sweets. I can order my favourite desserts that too on discounts. Thank you pathao food
1,I use my mother's Visa Card whenever I order things from Pathao. It is just great to have pathao on your phone. it's really money saving
1,"Pathao is already coming up with good offers for us.  Send us this terrible situation of the country, it is helping us from our side, at this time send us a thank you with 20% parcel discount."
0,pathao hotline service's r not educated well 
0,shout down if can not give proper service 
0,day by Day u ppl showing poor performance but  taking more charges
1,It's the greatest thing about pathao food. 
1,You provide great discounts on Good restaurants
1,Great offer from Pathao...I have ordered it and it was so good..Nice service from Pathao...Great work
1,Didn't eat a steak before...I will obviously order it from pathao as pathao is very good...Hope steak would be good
1,I just can't describe the importance of pathao food in my life during lockdown. They have provided a great service.
1,"I've been missing pasta for a long time, from pathao food now I can order at a discount and eat at home"
1,I love Pathao Food. They give great discounts from great restaurants and they deliver the food in good condition.
1,Pathao food provides a really great service. Fast and safe delivery. And these discounts are totally great.
1,Honestly delivery is available in a very short time by ordering from Pathao Food.  So I always order food from Pathao Food.
1,"Food land cafe is also giving discounts on foods with Pathao!! Thank you so much Pathao, for making us enjoy all the amazing dishes around the different kind of awesome restaurants"
1,All in one actually... Its means pathao have all discount offer for every food lover...great work for pathao
1,Nothing is better than enjoying your favourite meal at home.thankfully Pathao has brought this opportunity for us.
1,Love pathao food. They deliver the food really quick and the price is also really good. They provide great discounts also.
1,I always prefer pathao food as like always... Best in Bangladesh
1,Such a great food offer in pathao...always my first choice.. .thanks Pathao 
0,Why don't you guys add chillox in Azimpur menu?? There are lots of chillox fans in there ! Pathao
1,Send Food is one of the best food delivery medium I have ever seen. This Pathao Food delivers food in a very easy and short time. I will be ordering this send foot next time all the time
1,"Pathao food is giving us so many wonderful opportunities with awesome discounts always and everytime. Really, I am truly satisfied with your offers and gonna enjoy this one too."
1,"Pathao food always brings us all the amazing offers .either it's any pendemic or normally any occasion,Pathao always satisfies us with their services.really gonna enjoy this offer ."
1,Pathao food is doing some amazing works during this covid-19! Also discounts have increased  
0,You guys are good for nothing you guys can't delivery near to Narayanganj sonargaon area?
0,Now it's becoming a clutter and you're slowly losing focus.
1,"That's a great work ,thanks for Pathao---- excting cash back offer for digital payments.It's helpfull to us ,shareing payment."
1,pathao members are doing a brave job and keeping us safe ... thanks pathao for helping us..
0,But pathao is not available in my town ??
1,I used foodpanda and other services but Pathao is best caz they give a very fast delivery and they makes sure that the food is always hot .So thanks for that pataho .
1,Pathao food is best in bangladesh . 
1,I used food panda but pathao food is better.
1,Pathao food  always gives good discount to its users .
1,Very much satisfied with your food delivery..
1,all time pathao foods and food delivery te I am fully satisfied. go ahead
1,fastest delivery with discount that's call pathao.
1,wow.. its totaly nice with their discount & service??????
0,"Whenever i am placing order in pathao food, for one month the orders are being cancelled by foodman again & again. Today also i placed order 3 times and it was cancelled!what is the issue?"
1,"Wow, pathao is amazing :D"
1,pathao food you are great
0,Really bad pathao food service.....3 time order....3 person cancel my order....3rd class ....????????
1,Pathao food is tha best service in Bangladesh.i love pathao food
0,Delivery was very late and food became cold when received
0,the delivery guy behaved like an ill mannered bastard
0,Taste was good enough.But expected faster delivery service.
0,it was cold and the delivary was very late about(1:40 min)
1,the food men is very gentle and please arrange for them medicle support
0,late delivery by an hour and it tasted horrible
1,Excellent service by the deliveryman but the food could have been good according to the price.Although it was good
0,The delivery man didn't take my digital payment
1,food delivery service is very good
1,Food delivery s are super fast!And getting free deliverys makes my day
1,This is good service.But sometimes we are face some problem.
1,Fast delivery and do good job
0,I'm facing a problem. The delivery time is not reducing it's stuck at a particular required time.It happened to me more than twice in this week
1,I LOVE FOODPANDA
0,Not good... Voucher should be applicable for every restaurant.. We hate it
0,My order just got cancelled. But i paid for it. So whn will i get back my money
0,foodpanda My order got cancelled. But I was charged from my Card. When I'll get refund? My order number: #u8pw-h6hj
0,Why there is panda offer in uttara only in two restaurant and why there is delivery charge on all restaurant
0,"Horrible service! Today ordered from Shwapno. That thief delivery man took 500 taka and delivered products worth 100 taka and ran away with the rest of the money. Since then we are trying to contact foodpanda, but nothing!!!"
0,Why don't you introduce the Bkash payment system?? Most of the ppl have this account now and they can easily order if you allow this payment ??
1,"i have been placing quite too many orders recently thru foodpanda for grocery shopping.The best thing beside their service is the behaviour of each and every rider so far i have come across. They r decent, very well mannered and nicely trained. they really deserve immense respect from us for the effort they r putting in, specially during this pandemic. "
1,"while reading this post ,just felt like sharing this. Best wishes to Foodpanda Family ??"
0,Please Add Bikash as a payment method.We are facing problem with payment system.Because we are most student.We dont have bank card.We have Bikash.Please add Bikssh as a payment method emergency.Its a emergency need.
0,You guys are unprofessional. I am trying to order from last night. You accepted and placed the order but then no update. And this repeated today also. You should inform people that you are not available or restaurants are not taking order.
0,"Your foodpanda riders love to make unnecessary phone calls!! ONLINE order should mean online order and then delivery to the apartment, he has to come and say which apt, the guard will contact the apartment, I have no idea whey they call to say they are in front of the apartment! "
0,"I have sent email to support, no response. live-chat option from Help-center is unavailable on the help list. I was supposed to get a refund and still did not. Is there no customer support of foodpanda?"
0,"I ordered a Chinese menu from khatir and the food quality plus taste was not good on top of that they have served me tandoori chicken instead of fried chicken, this has been going on for a while the other day I ordered grilled chicken and the chicken came out half burnt and there?s nothing left to eat, this is because nowadays foodpanda doesn?t make the restaurants accountable for their poor food service, now food panda doesn?t have anyway to call and complain about the service to the customer care, so from now on I will either cook myself or order food from some other agent or will starve to death, but won?t order anything from you. Pathetic service"
1,Your service is Awsome an fast delivery 
0,We badly need service in Mirpur 14 Area.
0,I have placed order today this evening but without information  the order canceled and i have pay in advance. This is very pathetic... Please let me know immediately about the issue.
0,Increase your coverage area. Its been a long time but still your service is not available in my area -_-
0,And some times they Deliver very late.it's so mouch occurred????
0,So that next time i never order food from there
1,"Thank you, Foodpanda for going extra mile to give grocery on delivery. Yesterday, I gave the 1st order and was very pleased to receive my order in 30 minutes. You Are the BEST! No other grocery delivery service could beat you at this timing record. Please keep up the great job! ????"
0,"we have been waiting for the order to get delivered for over 2 hours, the time is just extending in the app. there's no way to contact anyone in foodpanda or the rider... this is really not expected!"
0,But why you say all the time 50 % that is not true just say 50 TK . foodpanda really you are the best ??????
1,I have been ordering through foodpanda since last two month continuously!! I must admire their service even on this pandemic. Thankyou for being with us ?
0,Well I?d really appreciate it if foodpanda could extend their services in Paribagh (near central road). The service in this area is terrible ?? . Can hardly order anything ??. Thanks in advance
1,Great Job food ??..... Really appreciate for Food ?? delivery company.
1,Foodpanda is great?? Love you so much foodpanda??
0,Proud! But the 0 part is foodpanda doesn't deliver to my doorstep even though i live in populated area
0,Really poor behavior from rider
0,Very good behavior from rider ???
0,Favrt..ordered a lot..why wont?t u come my place..Dakhin Khan..After azampur rail crossing??pls come
0,Please make sure your riders comply with the guidelines. They DO NOT wear masks. More importantly they don't know how to handle food. My order of dodhi was carried sideways in this tiny schoolbag by the rider who delivered. You guys need some root-level training for the riders!
1,Thanks foodpanda for excellent service
0,Our trust on foodpanda has broken. They did fraud and cheated to us. Taken advance money from debit card for home delivery but after 5 hours they haven?t delivery the order. Now they are overturning and accusing self picking order? Who should self picking the food during lockdown though ordered through foodpanda? How ridiculous? They are totally fraud.
1,Thank you food panda.....we love you for coming to gopalganj...??????
